[0.004s][info][gc] Using Serial
[116.055s][info][gc] GC(224) Pause Young (Allocation Failure) 9M->5M(15M) 0.199ms
[116.055s][info][gc] GC(225) Pause Young (Allocation Failure) 9M->5M(15M) 0.128ms
[116.056s][info][gc] GC(226) Pause Young (Allocation Failure) 9M->5M(15M) 0.238ms
[116.057s][info][gc] GC(227) Pause Young (Allocation Failure) 9M->5M(15M) 0.109ms
[116.058s][info][gc] GC(228) Pause Young (Allocation Failure) 9M->5M(15M) 0.099ms
[116.058s][info][gc] GC(229) Pause Young (Allocation Failure) 9M->5M(15M) 0.095ms
[116.059s][info][gc] GC(230) Pause Young (Allocation Failure) 9M->5M(15M) 0.098ms
[116.060s][info][gc] GC(231) Pause Young (Allocation Failure) 9M->5M(15M) 0.097ms
[116.060s][info][gc] GC(232) Pause Young (Allocation Failure) 9M->5M(15M) 0.140ms
[116.061s][info][gc] GC(233) Pause Young (Allocation Failure) 9M->5M(15M) 0.090ms
[116.062s][info][gc] GC(234) Pause Young (Allocation Failure) 9M->5M(15M) 0.104ms
[116.062s][info][gc] GC(235) Pause Young (Allocation Failure) 9M->5M(15M) 0.113ms
[116.063s][info][gc] GC(236) Pause Young (Allocation Failure) 9M->5M(15M) 0.128ms
[116.064s][info][gc] GC(237) Pause Young (Allocation Failure) 9M->5M(15M) 0.130ms
[116.064s][info][gc] GC(238) Pause Young (Allocation Failure) 9M->5M(15M) 0.143ms
[116.065s][info][gc] GC(239) Pause Young (Allocation Failure) 9M->5M(15M) 0.136ms
[116.066s][info][gc] GC(240) Pause Young (Allocation Failure) 9M->5M(15M) 0.144ms
[116.067s][info][gc] GC(241) Pause Young (Allocation Failure) 9M->5M(15M) 0.177ms
[116.067s][info][gc] GC(242) Pause Young (Allocation Failure) 9M->5M(15M) 0.158ms
[116.068s][info][gc] GC(243) Pause Young (Allocation Failure) 9M->5M(15M) 0.158ms
[116.069s][info][gc] GC(244) Pause Young (Allocation Failure) 9M->5M(15M) 0.099ms
[116.070s][info][gc] GC(245) Pause Young (Allocation Failure) 9M->5M(15M) 0.138ms
[116.070s][info][gc] GC(246) Pause Young (Allocation Failure) 9M->5M(15M) 0.110ms
[116.071s][info][gc] GC(247) Pause Young (Allocation Failure) 9M->5M(15M) 0.117ms
[116.072s][info][gc] GC(248) Pause Young (Allocation Failure) 9M->5M(15M) 0.111ms
[116.072s][info][gc] GC(249) Pause Young (Allocation Failure) 9M->5M(15M) 0.121ms
[116.073s][info][gc] GC(250) Pause Young (Allocation Failure) 9M->5M(15M) 0.122ms
[116.074s][info][gc] GC(251) Pause Young (Allocation Failure) 9M->5M(15M) 0.221ms
[116.075s][info][gc] GC(252) Pause Young (Allocation Failure) 9M->5M(15M) 0.121ms
[116.075s][info][gc] GC(253) Pause Young (Allocation Failure) 9M->5M(15M) 0.129ms
[116.076s][info][gc] GC(254) Pause Young (Allocation Failure) 9M->5M(15M) 0.128ms
[116.077s][info][gc] GC(255) Pause Young (Allocation Failure) 9M->5M(15M) 0.131ms
[116.078s][info][gc] GC(256) Pause Young (Allocation Failure) 9M->5M(15M) 0.125ms
[116.079s][info][gc] GC(257) Pause Young (Allocation Failure) 9M->5M(15M) 0.247ms
[116.080s][info][gc] GC(258) Pause Young (Allocation Failure) 9M->5M(15M) 0.255ms
[116.081s][info][gc] GC(259) Pause Young (Allocation Failure) 9M->5M(15M) 0.221ms
[116.082s][info][gc] GC(260) Pause Young (Allocation Failure) 9M->5M(15M) 0.136ms
[116.082s][info][gc] GC(261) Pause Young (Allocation Failure) 9M->5M(15M) 0.182ms
[116.083s][info][gc] GC(262) Pause Young (Allocation Failure) 9M->5M(15M) 0.145ms
[116.084s][info][gc] GC(263) Pause Young (Allocation Failure) 9M->5M(15M) 0.145ms
[116.085s][info][gc] GC(264) Pause Young (Allocation Failure) 9M->5M(15M) 0.093ms
[116.085s][info][gc] GC(265) Pause Young (Allocation Failure) 9M->5M(15M) 0.151ms
[116.086s][info][gc] GC(266) Pause Young (Allocation Failure) 9M->5M(15M) 0.101ms
[116.087s][info][gc] GC(267) Pause Young (Allocation Failure) 9M->5M(15M) 0.100ms
[116.087s][info][gc] GC(268) Pause Young (Allocation Failure) 9M->5M(15M) 0.100ms
[116.088s][info][gc] GC(269) Pause Young (Allocation Failure) 9M->5M(15M) 0.119ms
[116.089s][info][gc] GC(270) Pause Young (Allocation Failure) 9M->5M(15M) 0.108ms
[116.089s][info][gc] GC(271) Pause Young (Allocation Failure) 9M->5M(15M) 0.110ms
[116.090s][info][gc] GC(272) Pause Young (Allocation Failure) 9M->5M(15M) 0.116ms
[116.091s][info][gc] GC(273) Pause Young (Allocation Failure) 9M->5M(15M) 0.129ms
[116.091s][info][gc] GC(274) Pause Young (Allocation Failure) 9M->5M(15M) 0.137ms
[116.092s][info][gc] GC(275) Pause Young (Allocation Failure) 9M->5M(15M) 0.138ms
[116.093s][info][gc] GC(276) Pause Young (Allocation Failure) 9M->5M(15M) 0.141ms
[116.094s][info][gc] GC(277) Pause Young (Allocation Failure) 9M->5M(15M) 0.139ms
[116.094s][info][gc] GC(278) Pause Young (Allocation Failure) 9M->5M(15M) 0.164ms
[116.095s][info][gc] GC(279) Pause Young (Allocation Failure) 9M->5M(15M) 0.158ms
[116.096s][info][gc] GC(280) Pause Young (Allocation Failure) 9M->5M(15M) 0.144ms
[116.096s][info][gc] GC(281) Pause Young (Allocation Failure) 9M->5M(15M) 0.105ms
[116.097s][info][gc] GC(282) Pause Young (Allocation Failure) 9M->5M(15M) 0.103ms
[116.098s][info][gc] GC(283) Pause Young (Allocation Failure) 9M->5M(15M) 0.104ms
[116.098s][info][gc] GC(284) Pause Young (Allocation Failure) 9M->5M(15M) 0.117ms
[116.099s][info][gc] GC(285) Pause Young (Allocation Failure) 9M->5M(15M) 0.130ms
[116.100s][info][gc] GC(286) Pause Young (Allocation Failure) 9M->5M(15M) 0.130ms
[116.100s][info][gc] GC(287) Pause Young (Allocation Failure) 9M->5M(15M) 0.118ms
[116.101s][info][gc] GC(288) Pause Young (Allocation Failure) 9M->5M(15M) 0.129ms
[116.102s][info][gc] GC(289) Pause Young (Allocation Failure) 9M->5M(15M) 0.123ms
[116.103s][info][gc] GC(290) Pause Young (Allocation Failure) 9M->5M(15M) 0.124ms
[116.103s][info][gc] GC(291) Pause Young (Allocation Failure) 9M->5M(15M) 0.122ms
[131.121s][info][gc] GC(292) Pause Young (Allocation Failure) 9M->5M(15M) 1.442ms
